Observed,Chao1,se.chao1,ACE,se.ACE,Shannon,Simpson,InvSimpson,Fisher,Pielou,Coverage,group
5475,5933.933426,42.27186451,5911.318527,35.67300584,3.088033379,0.884866302,8.685554404,607.2444433,0.358742123,0.9998372,favor-type
6253,6421.902314,23.60672417,6376.254314,39.43653082,3.440010425,0.922190635,12.85192345,705.234068,0.393557098,0.9999274,favor-type
5426,5942.730935,46.49020053,5889.264698,35.58956338,3.06818999,0.886856661,8.838346171,601.135712,0.356809531,0.9998304,unfavor-type
5631,6124.869632,45.64955295,6035.224983,36.04015871,2.720380264,0.801912506,5.04827428,626.7435229,0.315003118,0.9998394,unfavor-type
3829,4427.061538,54.03523958,4390.924362,30.43139372,2.480464255,0.794699712,4.870913781,406.5960232,0.300649253,0.9998326,unfavor-type
6575,6664.742489,16.79512573,6638.707117,37.12278128,4.104934444,0.959112409,24.45729783,752.098444,0.466945797,0.999956463,favor-type
5527,5946.16309,39.86025865,5899.790624,34.7976076,2.95425562,0.869230208,7.647025976,613.7355703,0.342824456,0.9998468,unfavor-type
2498,3317.089776,76.16514685,3341.96253,29.56055087,2.519958291,0.867055877,7.521957188,252.4853009,0.322111613,0.9998378,unfavor-type
3616,4323.013093,60.63060073,4345.252656,31.39942528,2.803916887,0.884505611,8.658429259,381.3857867,0.342228066,0.999814,unfavor-type
5904,6178.905063,32.04267677,6112.528632,38.27422138,3.245648466,0.904023663,10.41923486,661.0495461,0.373776854,0.9998978,unfavor-type
5598,5941.217742,37.26202451,5863.838376,37.38092544,3.001506397,0.884930464,8.690397441,622.6123075,0.347792483,0.9998832,unfavor-type
5967,6234.326816,33.47414151,6150.309546,38.36695917,3.776180662,0.930880093,14.46761207,668.9986746,0.434343323,0.9999124,favor-type
6356,6527.288889,24.93872084,6471.542804,39.0221299,2.877580604,0.738607287,3.82566135,718.3426186,0.328597673,0.9999342,favor-type
5044,5659.24633,54.5537241,5552.591068,34.70613741,2.144468883,0.707558892,3.419491895,553.7812591,0.251522435,0.9998262,favor-type
6160,6389,28.3284668,6336.77111,39.25625594,3.41518409,0.922861956,12.96377189,693.4247214,0.391387786,0.9999084,favor-type
5060,5775.819672,57.32063079,5759.636995,34.78873594,2.520822981,0.785654776,4.665371044,555.7549545,0.295554812,0.9997868,unfavor-type
5098,5689.536458,53.80086691,5616.648906,36.46548554,3.724785748,0.941272881,17.02790821,560.445952,0.436331114,0.9998348,favor-type
5448,5925.827586,45.8074825,5844.601838,36.84127229,3.265134933,0.906320645,10.67471055,603.8774553,0.379534287,0.999851,favor-type
6570,6681.62701,18.46834154,6650.166083,39.98880559,3.65593762,0.942345444,17.34468315,745.6751196,0.41590736,0.9999472,favor-type
6368,6531.758278,24.36959484,6477.035569,39.1356054,2.990543027,0.76417085,4.240357897,733.5300485,0.341423578,0.999927101,unfavor-type
6197,6425.953804,29.70564953,6359.765141,39.14152557,3.677670225,0.943359466,17.65520089,698.1200301,0.421180233,0.9999178,favor-type
5870,6227.812227,39.14146967,6143.769645,38.61868383,2.839232969,0.79290218,4.828636058,656.7645329,0.327190666,0.9998854,favor-type
3645,4328.361486,59.57045926,4350.243613,31.58837186,1.993742336,0.664460682,2.980276665,384.8068815,0.243106352,0.99982,unfavor-type
3850,4777.597351,70.53422891,4880.808331,33.86012346,2.47803374,0.834582545,6.045311247,409.0917957,0.300155673,0.9997632,unfavor-type
4721,5198.29771,50.44278517,5141.372904,34.98341044,3.148486222,0.87228082,7.829677587,526.3656268,0.37217135,0.999851742,unfavor-type
5563,6094.029173,48.80164101,6015.649048,37.34156602,2.77156952,0.800123337,5.003085329,618.23446,0.32138265,0.999838,favor-type
6321,6495.142506,23.89734052,6456.341109,39.64329421,3.521962577,0.934154215,15.18700102,713.8848135,0.402434917,0.9999246,favor-type
5661,6100.090909,40.73753072,6069.011276,35.59209415,3.389949031,0.936474971,15.74182667,630.5021349,0.392293651,0.999839,favor-type
5410,5904.013986,44.68788591,5869.486766,35.23185968,2.668655854,0.815615,5.423434657,599.1426944,0.310453059,0.9998318,favor-type
2405,3299.093484,84.73189398,3186.398816,28.59318357,2.066002745,0.752448913,4.039570222,242.0529808,0.265372095,0.999841,unfavor-type
6115,6334.542683,29.57600221,6258.373129,38.66282328,3.161820367,0.870970613,7.750172453,687.7196413,0.36265646,0.999924,favor-type
5547,6048.529412,46.87026618,5940.530538,35.90266001,3.146862354,0.89898367,9.899389519,616.2344467,0.365022362,0.9998432,unfavor-type
6169,6392.12987,28.86424151,6330.115747,39.16455927,3.338468992,0.894881702,9.513091656,694.5664534,0.382532059,0.999917,favor-type
5990,6213.788462,28.43727508,6166.246204,38.66355167,3.538619066,0.924907506,13.31691028,697.082249,0.406838519,0.999885077,favor-type
3515,4662.244165,90.36020967,4611.990535,34.04692165,2.472539664,0.851615562,6.739251166,369.4992874,0.30282937,0.9997738,unfavor-type
6561,6626.764398,14.06353985,6606.21593,35.70134493,4.121404136,0.959168445,24.49086228,744.523006,0.468932964,0.9999682,favor-type
4914,5609.1,57.62754734,5548.772657,34.08518519,2.904831259,0.890987594,9.173267872,537.7772965,0.341751144,0.9998012,favor-type
6648,6724.011236,15.78634874,6696.558088,35.82446047,4.261249738,0.957146391,23.3352573,778.4636543,0.484118973,0.999958552,favor-type
4530,5395.306034,68.33554436,5398.857905,35.38267048,3.051176828,0.898312295,9.834030574,490.8488602,0.362438093,0.9997804,unfavor-type
4903,5405.903846,47.73798026,5347.386285,35.23102376,2.14971765,0.685473212,3.179379431,536.4257753,0.252979313,0.9998482,unfavor-type
5188,5748.767883,49.54853826,5661.80932,33.17626519,3.243325183,0.932529233,14.82123369,571.5754977,0.379154305,0.9998246,favor-type
6632,6716.603015,16.63860911,6682.363234,37.51797783,3.776218284,0.90987258,11.09540248,753.6180829,0.429132211,0.9999632,favor-type
6474,6582.71831,18.46160469,6550.05101,38.89654797,3.487979714,0.868495611,7.604308949,733.3976994,0.397465679,0.9999502,favor-type
3971,4953.873652,76.75759025,4929.536561,33.76866912,2.845719267,0.892557965,9.30734418,423.5072664,0.343404989,0.999774,unfavor-type
6024,6351.322404,35.17926631,6277.114486,38.10097538,2.93871784,0.825453328,5.729126703,676.2010354,0.337647562,0.99988,unfavor-type
3948,4776.144444,67.83725467,4732.828979,32.2009885,2.999523594,0.875995117,8.064198564,448.7961389,0.362219115,0.999655621,unfavor-type
5182,5813.809986,53.46421304,5756.227984,34.81133978,2.175675019,0.679557706,3.120686683,570.8326872,0.254377255,0.999809,unfavor-type
2889,3403.330986,58.32705454,3320.45863,28.60973674,2.864127267,0.869370857,7.655259615,296.8638399,0.359423695,0.9998918,unfavor-type
4833,5554.018841,59.65809973,5538.994319,35.50046073,3.161130839,0.898368733,9.839491655,527.8350101,0.372633251,0.9998004,unfavor-type
3984,5001.190332,78.39408577,4960.580898,33.91192799,2.26746228,0.809184591,5.24066691,425.0595576,0.273516393,0.9997678,unfavor-type
6577,6659.0875,15.69000383,6637.894443,37.25243247,4.151149223,0.962937033,26.98110997,746.5713655,0.472186499,0.9999602,favor-type
6251,6434.921569,26.41994338,6379.119258,38.34143502,4.367634144,0.972638033,36.54708016,710.2502498,0.499700907,0.999928762,favor-type
5417,5898.154237,45.85494279,5814.040813,36.36785307,3.320876527,0.8960336,9.618492155,600.0145382,0.386269819,0.9998492,favor-type
6444,6601.308642,24.84680565,6535.594639,38.24754801,3.78798318,0.94032593,16.7576974,729.5663647,0.431880552,0.9999446,favor-type
6682,6767.691489,16.98922123,6738.833051,35.35625969,4.005142323,0.921025997,12.66239471,760.0315276,0.454759149,0.999964,favor-type
4770,5621.515645,65.15572787,5592.04945,34.17793506,2.870350491,0.869114588,7.640270855,520.1179418,0.338880291,0.9997666,unfavor-type
6539,6624.786611,16.19198425,6611.884623,35.46527959,3.650783854,0.872945119,7.870614581,746.3032669,0.415544639,0.999957399,favor-type
6546,6628.977528,15.48603055,6606.221684,39.00848961,3.789432556,0.915033956,11.76940752,752.8931114,0.431273585,0.999953047,favor-type
6197,6417.562827,28.673941,6350.541081,39.32165553,4.042865786,0.9628501,26.9179731,698.1200301,0.463003763,0.9999178,favor-type
6383,6545.098901,24.7362622,6481.95169,38.96568559,3.642329797,0.903304128,10.34170309,721.7839071,0.415724942,0.9999404,unfavor-type
4563,5287.067723,59.76058664,5257.773267,33.77739759,3.055297436,0.885023521,8.697431036,494.861048,0.36261492,0.9997994,unfavor-type
6049,6318.875354,33.82020633,6234.762547,38.57024138,3.759372012,0.943270441,17.62749473,679.3630329,0.431732186,0.9999126,unfavor-type
2598,3063.08377,60.38844197,3005.997573,26.42605662,2.315655694,0.723349243,3.614665695,269.9954383,0.294519112,0.999896477,unfavor-type
6320,6503.462236,25.91757499,6445.143042,39.2054055,3.476002802,0.885458962,8.730495337,713.7574996,0.397190531,0.9999302,unfavor-type
5429,5927.204748,45.58693384,5843.987868,34.32840972,3.443763978,0.937731903,16.05958823,601.5094945,0.400460478,0.999836,unfavor-type
6576,6682.619433,18.73551508,6645.703093,38.56679319,3.827007813,0.917549702,12.12851898,754.2500796,0.435323468,0.999950129,favor-type
5955,6223.053079,31.50892004,6165.594681,38.6764798,3.481100746,0.918777164,12.31180843,667.4836315,0.400495416,0.9998994,favor-type
5393,5933.393665,48.58934339,5869.486568,36.09962924,2.895703465,0.865429161,7.43103041,597.0260172,0.336989599,0.9998306,unfavor-type
6452,6574.948454,20.02944079,6538.961304,39.00633173,4.165756137,0.960417381,25.26361396,730.5878033,0.474884527,0.9999464,favor-type
6531,6637.83737,18.17408379,6613.862761,38.14645292,3.675274173,0.911418522,11.28904166,740.6842757,0.418390509,0.9999502,favor-type
6533,6649.701107,19.59106383,6606.862167,39.64273557,3.185176945,0.859955766,7.140600998,740.940112,0.362585563,0.9999496,favor-type
6472,6597.594855,20.05752634,6565.562158,39.05879099,3.624194126,0.920987062,12.6561551,733.1421974,0.413002258,0.999944,favor-type
6188,6385.470395,27.85901735,6323.59094,38.20534749,3.552534477,0.892690536,9.318842593,696.9775581,0.406916959,0.9999306,favor-type
6491,6568.727273,15.21945166,6553.871233,35.91072841,4.247461794,0.960121982,25.07647224,735.569925,0.483866328,0.999962,favor-type
5171,5770.0729,53.09324805,5726.295435,36.69000637,3.483885771,0.9303947,14.36672217,569.4711788,0.407432879,0.999826,unfavor-type
6059,6366.125828,35.08334765,6272.24107,38.80922824,3.431591699,0.913489922,11.5593469,680.6283537,0.394014637,0.9998944,unfavor-type
6493,6618.475113,21.54940068,6567.719899,37.8497872,3.914473555,0.935318516,15.46037508,760.2463124,0.445917013,0.999939343,favor-type
6518,6650.229965,21.14863478,6607.092985,39.11395344,3.675433877,0.932731332,14.86576176,739.021615,0.418503616,0.9999448,favor-type
5911,6200.537037,33.08122896,6136.246538,38.42202708,3.613357693,0.932852858,14.89266665,661.9321901,0.416066376,0.9998938,favor-type
6418,6556.424855,21.01641646,6524.498798,39.43131483,3.85437698,0.929979197,14.28147002,733.3488732,0.439652986,0.999933114,favor-type
5567,5916.295681,36.12148979,5895.500619,37.40072207,3.168608213,0.872780941,7.86045745,618.7345898,0.36739141,0.9998702,unfavor-type
2118,2465.48,40.19452295,2501.803811,23.82315228,3.969071236,0.951425922,20.58711237,305.782674,0.518275439,0.99835828,unfavor-type
5085,5708.879032,52.56469011,5647.944576,33.3768437,2.843199993,0.879388251,8.29106623,558.840572,0.333159507,0.9998072,unfavor-type
6107,6406.74382,34.60745348,6307.630872,38.88131501,3.537254854,0.929953212,14.27617203,686.706031,0.40577921,0.9998966,unfavor-type
4857,5504.066761,54.74025939,5485.626255,34.79175668,2.846841092,0.880938293,8.399006055,530.7784972,0.335389018,0.999809,unfavor-type
5632,6067.661972,43.00211636,5981.29479,37.28938895,3.604501184,0.934132027,15.18188504,626.8687646,0.417370241,0.9998592,unfavor-type
5888,6258.555347,38.75933408,6172.297193,38.04376417,2.977196475,0.872009648,7.813088897,659.032632,0.342968447,0.9998742,favor-type
5546,6031.187005,45.4069348,5985.580299,37.41929867,3.101533881,0.908574635,10.9378836,616.1094728,0.35977198,0.9998434,favor-type
6220,6456.634146,29.69727964,6386.331286,39.42255265,3.76181859,0.937930431,16.11095453,701.0407583,0.430634508,0.9999118,unfavor-type
6507,6622.145749,19.78484897,6585.97262,37.49217443,3.914563487,0.952263051,20.9481339,737.6151217,0.445817873,0.9999522,favor-type
5806,6089.822642,31.99253225,6053.535423,38.14580532,3.420622907,0.916396214,11.96118079,648.7081813,0.394688148,0.9998902,favor-type
6023,6322.861446,33.74591817,6247.485206,38.52463247,3.675709349,0.931323958,14.56111879,676.0745944,0.422333154,0.9998906,favor-type
4773,5552.316456,64.71240632,5458.633076,35.11328237,1.852002991,0.583688007,2.402044661,520.4851052,0.218635575,0.9998014,unfavor-type
6230,6468.874644,30.96827443,6382.857752,39.32060432,3.656321812,0.926932186,13.68591656,702.3111227,0.418480798,0.999918,favor-type
6482,6602.928793,19.3835977,6568.720707,39.58097081,3.76515861,0.939899468,16.63878772,734.419821,0.42899067,0.999944,favor-type
5685,6099.400341,41.1336605,6036.814374,37.49536292,3.138614183,0.890200348,9.107497016,633.5110479,0.363030804,0.9998604,unfavor-type
6262,6485.871359,28.50486659,6423.088758,39.55669791,3.640884605,0.929505261,14.18545582,706.3782487,0.416469738,0.999914,favor-type
6477,6603.477193,20.52224142,6564.983712,38.69946881,4.564062078,0.954887278,22.1666961,807.8244473,0.520061015,0.999890231,favor-type
5686,6136.87931,42.91621617,6064.1645,36.56176621,3.102159159,0.881391034,8.43106582,633.6364582,0.358806899,0.9998482,favor-type
6034,6255.513333,27.75580878,6201.021231,38.71134189,3.637702651,0.92806471,13.90138268,690.6557824,0.417878636,0.999896044,unfavor-type
6194,6393.656398,26.1304129,6338.30399,39.2007605,3.406569255,0.910648186,11.19171464,697.7391797,0.390154395,0.9999178,favor-type
6322,6532.041322,27.99514596,6457.520406,39.62545015,3.578444618,0.909779848,11.08399821,714.0121303,0.408881412,0.9999218,favor-type
6448,6569.004184,20.64088041,6528.089858,37.09183374,4.523337838,0.9636611,27.51871992,795.862222,0.515684296,0.999908231,favor-type
6225,6447.613569,29.65237037,6365.446893,39.26802919,3.702230181,0.937511965,16.00306353,705.7479294,0.423774139,0.999918586,unfavor-type
6447,6555.140684,18.68107219,6522.626415,38.29614012,4.116163223,0.961022104,25.65556639,744.5849655,0.469272547,0.999944254,unfavor-type
5934,6287.26087,37.13331373,6202.915172,37.75326161,3.042586812,0.819958215,5.554266203,664.8333505,0.350187373,0.999875,unfavor-type
5335,5784.946809,42.54673181,5744.539268,35.63198357,2.882422121,0.85623012,6.955559839,589.8114513,0.335866615,0.999846,unfavor-type
6272,6432.537468,22.79973016,6395.426364,39.45070197,3.777461142,0.944946184,18.16404525,707.649837,0.432013461,0.9999294,favor-type
4963,5636.922652,60.27913746,5510.335102,36.02985548,2.90464363,0.878907181,8.258128037,543.8027712,0.341330624,0.9998288,unfavor-type
6543,6641.326531,17.72609241,6612.912766,37.68215084,4.126730179,0.958673104,24.197317,759.5509566,0.469685776,0.999947422,unfavor-type
6773,6834.533333,13.82030518,6812.073375,35.35821063,3.757988252,0.910137353,11.12809417,771.7218097,0.426041982,0.9999714,favor-type
6068,6327.840399,31.93817972,6237.364678,38.83260484,3.140583072,0.886657007,8.822777412,681.7673969,0.360539643,0.9999086,unfavor-type
6669,6756.950893,16.69132593,6726.35151,37.90114705,3.917451366,0.938468496,16.25183742,758.3633619,0.444900758,0.9999602,unfavor-type
6343,6513.204698,25.12947911,6450.139195,39.21246369,3.782389035,0.943792011,17.79106534,716.68645,0.432020875,0.9999362,favor-type
4831,5528.246696,58.36609254,5482.999014,34.92301804,3.214854584,0.915631188,11.85272115,527.5898102,0.378984682,0.999805,unfavor-type
6608,6708.956522,18.29484712,6679.869192,36.48522376,3.995467773,0.932530702,14.82155625,750.5421091,0.454235025,0.9999568,favor-type
6164,6391.502212,28.26259363,6335.490959,39.15141549,3.517007695,0.913933532,11.61892693,693.9321284,0.403027018,0.9999092,favor-type
6514,6604.79918,16.77761348,6575.659995,38.37291351,4.035567066,0.947791699,19.15404233,744.4680493,0.459542336,0.999955075,favor-type
6624,6728.762069,17.91463419,6697.819521,39.75738291,4.151933007,0.954356056,21.90871133,752.5925792,0.471893435,0.9999506,favor-type
6319,6553.914201,30.85968225,6463.076058,39.53654971,3.257142606,0.837193203,6.142249715,713.6301886,0.372188882,0.9999202,favor-type
6132,6321.911854,26.60619512,6276.221106,37.90671517,3.53506814,0.926076339,13.52746853,696.972793,0.405338398,0.99992328,favor-type
6524,6678.920561,25.30011296,6607.487037,38.0849873,4.057440409,0.945250572,18.26503104,761.8866617,0.461952428,0.99993529,favor-type
