"","Var1","Var2","cor","p","direction","new_column"
"39","Kwoniella mangrovensis","Bacidia gigantensis",0.17846832307643,0,"1","fungi_fungi"
"40","Bacidia gigantensis","Macroventuria anomochaeta",0.160131810159467,0,"1","fungi_fungi"
"41","Malassezia pachydermatis","Bacidia gigantensis",0.076331700307912,0.04,"1","fungi_fungi"
"42","Microbotryum lychnidis-dioicae","Bacidia gigantensis",0.175770111057317,0,"1","fungi_fungi"
"43","Nematocida displodere","Bacidia gigantensis",0.131163093656128,0,"1","fungi_fungi"
"44","Bacidia gigantensis","Ogataea philodendri",0.079016642313939,0.04,"1","fungi_fungi"
"45","Bacidia gigantensis","Pseudogymnoascus destructans",0.139984096870994,0,"1","fungi_fungi"
"46","Pyrenophora tritici-repentis","Bacidia gigantensis",0.0958140692674424,0.02,"1","fungi_fungi"
"47","Saccharomycodes ludwigii","Bacidia gigantensis",0.074483528297007,0.02,"1","fungi_fungi"
"48","Talaromyces amestolkiae","Bacidia gigantensis",0.158779355174376,0,"1","fungi_fungi"
"49","Bacidia gigantensis","Tolypocladium paradoxum",0.193138473703125,0,"1","fungi_fungi"
"50","Torulaspora globosa","Bacidia gigantensis",0.127579777357053,0,"1","fungi_fungi"
"51","s__Acetivibrio_thermocellus","Bacidia gigantensis",-0.207327963517161,0,"-1","Bacter_fungi"
"52","s__Adlercreutzia_equolifaciens","Bacidia gigantensis",-0.0849239141409443,0.04,"-1","Bacter_fungi"
"53","s__Adlercreutzia_hattorii","Bacidia gigantensis",-0.10229872792593,0.01,"-1","Bacter_fungi"
"54","s__Bifidobacterium_adolescentis","Bacidia gigantensis",-0.141422463715485,0,"-1","Bacter_fungi"
"55","s__Butyrivibrio_hungatei","Bacidia gigantensis",-0.105578854814622,0.01,"-1","Bacter_fungi"
"56","s__Clostridium_novyi","Bacidia gigantensis",-0.153138409719632,0,"-1","Bacter_fungi"
"57","s__Collinsella_aerofaciens","Bacidia gigantensis",-0.113718846587917,0.03,"-1","Bacter_fungi"
"58","s__Coprococcus_comes","Bacidia gigantensis",-0.102698210288495,0.01,"-1","Bacter_fungi"
"59","s__Coprococcus_eutactus","Bacidia gigantensis",-0.108135804074341,0.01,"-1","Bacter_fungi"
"60","s__Coprococcus_sp._ART55","Bacidia gigantensis",-0.107541047634408,0,"-1","Bacter_fungi"
"61","s__Dorea_longicatena","Bacidia gigantensis",-0.214684247782169,0,"-1","Bacter_fungi"
"62","s__Eubacterium_sp._c-25","Bacidia gigantensis",0.0863354360104162,0.03,"1","Bacter_fungi"
"63","s__Faecalibacillus_intestinalis","Bacidia gigantensis",-0.105411981125966,0.01,"-1","Bacter_fungi"
"64","s__Lacrimispora_saccharolytica","Bacidia gigantensis",0.116416979711249,0.02,"1","Bacter_fungi"
"65","s__Mageeibacillus_indolicus","Bacidia gigantensis",-0.152971989194719,0,"-1","Bacter_fungi"
"66","s__Olsenella_timonensis","Bacidia gigantensis",-0.123414997423182,0,"-1","Bacter_fungi"
"67","s__Paenibacillus_larvae","Bacidia gigantensis",-0.229893864319111,0,"-1","Bacter_fungi"
"68","s__Ruminococcus_albus","Bacidia gigantensis",-0.216035756089221,0,"-1","Bacter_fungi"
"69","s__Ruminococcus_bicirculans","Bacidia gigantensis",-0.131156666377015,0.01,"-1","Bacter_fungi"
"70","s__Ruminococcus_bovis","Bacidia gigantensis",-0.115281337947763,0.01,"-1","Bacter_fungi"
"71","s__Ruminococcus_champanellensis","Bacidia gigantensis",-0.157618031042199,0,"-1","Bacter_fungi"
"72","s__Vescimonas_coprocola","Bacidia gigantensis",-0.154636616371029,0,"-1","Bacter_fungi"
"73","s__Vescimonas_fastidiosa","Bacidia gigantensis",-0.0944824105589561,0.04,"-1","Bacter_fungi"
"74","s__[Ruminococcus]_torques","Bacidia gigantensis",-0.106559598783374,0.02,"-1","Bacter_fungi"
"75","Baudoinia panamericana","Botryobasidium botryosum",0.0995322566400511,0,"1","fungi_fungi"
"76","Baudoinia panamericana","Calocera viscosa",0.167845012457038,0,"1","fungi_fungi"
"77","Baudoinia panamericana","Hypoxylon sp. CO27-5",0.141562119473587,0,"1","fungi_fungi"
"78","Leucoagaricus sp. SymC.cos","Baudoinia panamericana",0.0669029757021433,0.01,"1","fungi_fungi"
"79","Baudoinia panamericana","Neurospora crassa",0.0876696673909657,0.02,"1","fungi_fungi"
"80","Baudoinia panamericana","Pyrenophora tritici-repentis",0.090821740659153,0.04,"1","fungi_fungi"
"81","Baudoinia panamericana","Tolypocladium paradoxum",0.133900430728998,0,"1","fungi_fungi"
"82","s__Butyrivibrio_hungatei","Baudoinia panamericana",-0.139587134730119,0,"-1","Bacter_fungi"
"83","s__Edwardsiella_anguillarum","Baudoinia panamericana",0.0900239433073541,0.03,"1","Bacter_fungi"
"84","s__Eubacterium_sp._c-25","Baudoinia panamericana",-0.131775669437717,0,"-1","Bacter_fungi"
"85","s__Ligilactobacillus_ruminis","Baudoinia panamericana",-0.106718518443715,0.01,"-1","Bacter_fungi"
"86","s__Odoribacter_splanchnicus","Baudoinia panamericana",0.101613059223354,0,"1","Bacter_fungi"
"87","s__Pseudobutyrivibrio_xylanivorans","Baudoinia panamericana",-0.148025562366105,0,"-1","Bacter_fungi"
"88","s__Ruminococcus_albus","Baudoinia panamericana",-0.121403853664934,0.02,"-1","Bacter_fungi"
"89","s__[Ruminococcus]_torques","Baudoinia panamericana",-0.0813080973247951,0.04,"-1","Bacter_fungi"
"90","Colletotrichum siamense","Botryobasidium botryosum",0.10610466766663,0,"1","fungi_fungi"
"91","Botryobasidium botryosum","Diaporthe batatas",0.118523903436979,0,"1","fungi_fungi"
"92","Exophiala sideris","Botryobasidium botryosum",0.111207537868281,0,"1","fungi_fungi"
"93","Botryobasidium botryosum","Fusarium oxysporum",0.0930309873613874,0.03,"1","fungi_fungi"
"94","Hypoxylon sp. CO27-5","Botryobasidium botryosum",0.116049869068428,0,"1","fungi_fungi"
"95","Botryobasidium botryosum","Macroventuria anomochaeta",0.210751205443089,0,"1","fungi_fungi"
"96","Botryobasidium botryosum","Malassezia pachydermatis",0.114804106339524,0,"1","fungi_fungi"
"97","Microbotryum lychnidis-dioicae","Botryobasidium botryosum",0.0906505725956348,0.02,"1","fungi_fungi"
"98","Botryobasidium botryosum","Ogataea philodendri",0.12591349113567,0,"1","fungi_fungi"
"99","Botryobasidium botryosum","Pseudogymnoascus destructans",0.186698529825317,0,"1","fungi_fungi"
"100","Botryobasidium botryosum","Sporothrix brasiliensis",0.108946650347435,0.01,"1","fungi_fungi"
"101","Botryobasidium botryosum","Tolypocladium paradoxum",0.167951216703829,0,"1","fungi_fungi"
"102","s__Blautia_pseudococcoides","Botryobasidium botryosum",-0.122690153875687,0,"-1","Bacter_fungi"
"103","s__Butyrivibrio_hungatei","Botryobasidium botryosum",-0.191022958639279,0,"-1","Bacter_fungi"
"104","s__Clostridium_novyi","Botryobasidium botryosum",-0.108553415811975,0.02,"-1","Bacter_fungi"
"105","s__Collinsella_aerofaciens","Botryobasidium botryosum",-0.0949372324941195,0.03,"-1","Bacter_fungi"
"106","s__Coprococcus_comes","Botryobasidium botryosum",-0.13040623062856,0,"-1","Bacter_fungi"
"107","s__Coprococcus_eutactus","Botryobasidium botryosum",-0.0890682095603095,0.04,"-1","Bacter_fungi"
"108","s__Coprococcus_sp._ART55","Botryobasidium botryosum",-0.106734386828338,0.02,"-1","Bacter_fungi"
"109","s__Dorea_longicatena","Botryobasidium botryosum",-0.206226270877876,0,"-1","Bacter_fungi"
"110","s__Eubacterium_sp._MSJ-33","Botryobasidium botryosum",-0.100406998641217,0.01,"-1","Bacter_fungi"
"111","s__Faecalibacillus_intestinalis","Botryobasidium botryosum",-0.131630620887157,0.02,"-1","Bacter_fungi"
"112","s__Lachnoclostridium_phocaeense","Botryobasidium botryosum",-0.109337156478141,0.02,"-1","Bacter_fungi"
"113","s__Ligilactobacillus_ruminis","Botryobasidium botryosum",-0.0963363159124171,0.03,"-1","Bacter_fungi"
"114","s__Mageeibacillus_indolicus","Botryobasidium botryosum",-0.112328030158807,0.01,"-1","Bacter_fungi"
"115","s__Paenibacillus_larvae","Botryobasidium botryosum",-0.105437021753861,0,"-1","Bacter_fungi"
"116","s__Pseudobutyrivibrio_xylanivorans","Botryobasidium botryosum",-0.186883128085227,0,"-1","Bacter_fungi"
"117","s__Roseburia_hominis","Botryobasidium botryosum",-0.108689029807494,0,"-1","Bacter_fungi"
"118","s__Ruminococcus_bicirculans","Botryobasidium botryosum",0.112652933455115,0.02,"1","Bacter_fungi"
"119","s__Ruminococcus_bovis","Botryobasidium botryosum",-0.1179879646622,0.01,"-1","Bacter_fungi"
"120","s__Vescimonas_fastidiosa","Botryobasidium botryosum",0.102282843101146,0.02,"1","Bacter_fungi"
"121","s__[Ruminococcus]_torques","Botryobasidium botryosum",-0.132367267572665,0,"-1","Bacter_fungi"
"122","Calocera viscosa","Capronia coronata",-0.0854181202731362,0.03,"-1","fungi_fungi"
"123","Calocera viscosa","Diaporthe batatas",0.130653194918419,0,"1","fungi_fungi"
"124","Calocera viscosa","Fusarium oxysporum",0.106747487516664,0,"1","fungi_fungi"
"125","Calocera viscosa","Macroventuria anomochaeta",0.0838678121183728,0.02,"1","fungi_fungi"
"126","Calocera viscosa","Malassezia pachydermatis",0.141147281052788,0,"1","fungi_fungi"
"127","Microbotryum lychnidis-dioicae","Calocera viscosa",0.0789320389182507,0.04,"1","fungi_fungi"
"128","Calocera viscosa","Pseudogymnoascus destructans",0.123419219487823,0,"1","fungi_fungi"
"129","Calocera viscosa","Pseudogymnoascus sp. VKM F-4246",-0.0839852244904301,0.02,"-1","fungi_fungi"
"130","Calocera viscosa","Sporothrix brasiliensis",0.118216643822849,0.01,"1","fungi_fungi"
"131","Tolypocladium capitatum","Calocera viscosa",0.116689944636452,0,"1","fungi_fungi"
"132","Calocera viscosa","Tolypocladium paradoxum",0.148069412115279,0,"1","fungi_fungi"
"133","Torulaspora globosa","Calocera viscosa",0.0978383755067452,0.01,"1","fungi_fungi"
"134","s__Anaerostipes_hadrus","Calocera viscosa",-0.173529851948395,0,"-1","Bacter_fungi"
"135","s__Bacillus_amyloliquefaciens","Calocera viscosa",0.143563042833946,0,"1","Bacter_fungi"
"136","s__Blautia_pseudococcoides","Calocera viscosa",-0.134686694837452,0.01,"-1","Bacter_fungi"
"137","s__Butyrivibrio_hungatei","Calocera viscosa",-0.168650832924964,0,"-1","Bacter_fungi"
"138","s__Coprococcus_eutactus","Calocera viscosa",-0.122272817236057,0.02,"-1","Bacter_fungi"
"139","s__Coprococcus_sp._ART55","Calocera viscosa",-0.13845851590175,0,"-1","Bacter_fungi"
"140","s__Edwardsiella_anguillarum","Calocera viscosa",0.1083868190516,0.02,"1","Bacter_fungi"
"141","s__Eubacterium_sp._c-25","Calocera viscosa",-0.123244720742264,0,"-1","Bacter_fungi"
"142","s__Faecalibacillus_intestinalis","Calocera viscosa",-0.101778907654278,0.04,"-1","Bacter_fungi"
"143","s__Lachnoclostridium_phocaeense","Calocera viscosa",-0.119583490902774,0,"-1","Bacter_fungi"
"144","s__Lachnospira_eligens","Calocera viscosa",-0.106142991586191,0.02,"-1","Bacter_fungi"
"145","s__Mageeibacillus_indolicus","Calocera viscosa",-0.121952056336349,0,"-1","Bacter_fungi"
"146","s__Odoribacter_splanchnicus","Calocera viscosa",0.134217017572357,0.01,"1","Bacter_fungi"
"147","s__Pseudobutyrivibrio_xylanivorans","Calocera viscosa",-0.159897836932833,0,"-1","Bacter_fungi"
"148","s__Starkeya_novella","Calocera viscosa",0.152836560626084,0,"1","Bacter_fungi"
"149","Colletotrichum simmondsii","Capronia coronata",-0.11560277213555,0,"-1","fungi_fungi"
"150","Dacryopinax primogenitus","Capronia coronata",0.266904911985467,0,"1","fungi_fungi"
"151","Capronia coronata","Debaryomyces hansenii",0.107742411798474,0.01,"1","fungi_fungi"
"152","Capronia coronata","Enterocytozoon bieneusi",0.261031108510147,0,"1","fungi_fungi"
"153","Exophiala mesophila","Capronia coronata",0.273711960370704,0,"1","fungi_fungi"
"154","Fusarium oxysporum","Capronia coronata",-0.0913652761849355,0.04,"-1","fungi_fungi"
"155","Capronia coronata","Kalmanozyma brasiliensis",0.102419338630273,0.01,"1","fungi_fungi"
"156","Kwoniella mangrovensis","Capronia coronata",0.0956436768418211,0.01,"1","fungi_fungi"
"157","Melampsora larici-populina","Capronia coronata",0.223392105029829,0,"1","fungi_fungi"
"158","Microbotryum lychnidis-dioicae","Capronia coronata",0.0961620844533556,0.01,"1","fungi_fungi"
"159","Naematelia encephala","Capronia coronata",0.138426421887997,0.01,"1","fungi_fungi"
"160","Neurospora crassa","Capronia coronata",-0.0974180940392556,0.03,"-1","fungi_fungi"
"161","Pseudogymnoascus sp. VKM F-4246","Capronia coronata",0.174806471971089,0,"1","fungi_fungi"
"162","Capronia coronata","Sporothrix brasiliensis",-0.0817902986276349,0.04,"-1","fungi_fungi"
"163","Stemphylium lycopersici","Capronia coronata",0.109722302403852,0,"1","fungi_fungi"
"164","Talaromyces amestolkiae","Capronia coronata",0.0833329110746228,0.02,"1","fungi_fungi"
"165","Talaromyces marneffei","Capronia coronata",0.297784738758908,0,"1","fungi_fungi"
"166","Torulaspora globosa","Capronia coronata",0.0804740456924622,0.01,"1","fungi_fungi"
"167","s__Acetivibrio_thermocellus","Capronia coronata",-0.263784714981305,0,"-1","Bacter_fungi"
"168","s__Adlercreutzia_equolifaciens","Capronia coronata",-0.0989358821047773,0.02,"-1","Bacter_fungi"
"169","s__Bacillus_amyloliquefaciens","Capronia coronata",-0.231047567545965,0,"-1","Bacter_fungi"
"170","s__Blautia_pseudococcoides","Capronia coronata",0.151266241842565,0,"1","Bacter_fungi"
"171","s__Butyrivibrio_hungatei","Capronia coronata",0.215549771725087,0,"1","Bacter_fungi"
"172","s__Edwardsiella_anguillarum","Capronia coronata",-0.199105714608498,0,"-1","Bacter_fungi"
"173","s__Eubacterium_sp._MSJ-33","Capronia coronata",-0.11572825823062,0.03,"-1","Bacter_fungi"
"174","s__Odoribacter_splanchnicus","Capronia coronata",-0.106431597348036,0,"-1","Bacter_fungi"
"175","s__Olsenella_timonensis","Capronia coronata",-0.183049326093095,0,"-1","Bacter_fungi"
"176","s__Paenibacillus_larvae","Capronia coronata",-0.245328661348472,0,"-1","Bacter_fungi"
"177","s__Pseudobutyrivibrio_xylanivorans","Capronia coronata",0.277558082391405,0,"1","Bacter_fungi"
"178","s__Ruminococcus_albus","Capronia coronata",-0.153980980250611,0,"-1","Bacter_fungi"
"179","s__Ruminococcus_champanellensis","Capronia coronata",-0.265379469124463,0,"-1","Bacter_fungi"
"180","s__Starkeya_novella","Capronia coronata",-0.24846904094536,0,"-1","Bacter_fungi"
"181","s__Vescimonas_coprocola","Capronia coronata",-0.152215684343932,0,"-1","Bacter_fungi"
"182","s__Vescimonas_fastidiosa","Capronia coronata",-0.282920935607272,0,"-1","Bacter_fungi"
"183","Colletotrichum simmondsii","Cladophialophora psammophila",0.0792917386421267,0.02,"1","fungi_fungi"
"184","Cladophialophora psammophila","Diaporthe batatas",0.160710422461502,0,"1","fungi_fungi"
"185","Hanseniaspora guilliermondii","Cladophialophora psammophila",0.0684609755748061,0.03,"1","fungi_fungi"
"186","Cladophialophora psammophila","Macroventuria anomochaeta",0.0790520625815504,0.02,"1","fungi_fungi"
"187","Nematocida displodere","Cladophialophora psammophila",0.0997082865240144,0,"1","fungi_fungi"
"188","Saccharomycodes ludwigii","Cladophialophora psammophila",0.0918208299887626,0,"1","fungi_fungi"
"189","Cladophialophora psammophila","Sporothrix brasiliensis",0.0965542869131784,0,"1","fungi_fungi"
"190","Cladophialophora psammophila","Talaromyces marneffei",-0.0719418024783728,0.04,"-1","fungi_fungi"
"191","Cladophialophora psammophila","Verticillium longisporum",0.146436067882294,0,"1","fungi_fungi"
"192","s__Anaerostipes_hadrus","Cladophialophora psammophila",-0.0834292467420664,0.02,"-1","Bacter_fungi"
"193","s__Bifidobacterium_adolescentis","Cladophialophora psammophila",-0.0959118742230015,0.02,"-1","Bacter_fungi"
"194","s__Clostridium_novyi","Cladophialophora psammophila",-0.0986028267453556,0.01,"-1","Bacter_fungi"
"195","s__Faecalibacillus_intestinalis","Cladophialophora psammophila",-0.136849467101245,0,"-1","Bacter_fungi"
"196","s__Ligilactobacillus_ruminis","Cladophialophora psammophila",-0.0937735507578024,0,"-1","Bacter_fungi"
"197","s__Mageeibacillus_indolicus","Cladophialophora psammophila",-0.124698685875657,0,"-1","Bacter_fungi"
"198","s__Pseudobutyrivibrio_xylanivorans","Cladophialophora psammophila",-0.133826628695666,0,"-1","Bacter_fungi"
"199","s__Vescimonas_coprocola","Cladophialophora psammophila",-0.0929803855120203,0.02,"-1","Bacter_fungi"
"200","Colletotrichum siamense","Dacryopinax primogenitus",0.0830171847601019,0.03,"1","fungi_fungi"
"201","Colletotrichum siamense","Debaryomyces hansenii",0.100822899164872,0.01,"1","fungi_fungi"
"202","Colletotrichum siamense","Diaporthe batatas",0.13659240448487,0,"1","fungi_fungi"
"203","Colletotrichum siamense","Enterocytozoon bieneusi",0.0990658267028534,0.03,"1","fungi_fungi"
"204","Fistulina hepatica","Colletotrichum siamense",0.141424664079253,0,"1","fungi_fungi"
"205","Colletotrichum siamense","Fusarium oxysporum",0.183640915955997,0,"1","fungi_fungi"
"206","Hypoxylon sp. CO27-5","Colletotrichum siamense",0.121951755944786,0,"1","fungi_fungi"
"207","Kwoniella mangrovensis","Colletotrichum siamense",0.142685107291359,0,"1","fungi_fungi"
"208","Leucoagaricus sp. SymC.cos","Colletotrichum siamense",0.0687189049714514,0.04,"1","fungi_fungi"
"209","Colletotrichum siamense","Macroventuria anomochaeta",0.126529128899036,0.01,"1","fungi_fungi"
"210","Colletotrichum siamense","Malassezia pachydermatis",0.0921583282796719,0.01,"1","fungi_fungi"
"211","Microbotryum lychnidis-dioicae","Colletotrichum siamense",0.157450111144514,0,"1","fungi_fungi"
"212","Nematocida displodere","Colletotrichum siamense",0.152420690210275,0,"1","fungi_fungi"
"213","Colletotrichum siamense","Tolypocladium paradoxum",0.173862346136248,0,"1","fungi_fungi"
"214","Verticillium longisporum","Colletotrichum siamense",0.0711762598958952,0.03,"1","fungi_fungi"
"215","s__Acetivibrio_thermocellus","Colletotrichum siamense",-0.174438902500861,0,"-1","Bacter_fungi"
"216","s__Bacillus_amyloliquefaciens","Colletotrichum siamense",-0.122493914509124,0.01,"-1","Bacter_fungi"
"217","s__Butyrivibrio_hungatei","Colletotrichum siamense",-0.128712408750468,0,"-1","Bacter_fungi"
"218","s__Clostridium_novyi","Colletotrichum siamense",-0.183080297403752,0,"-1","Bacter_fungi"
"219","s__Coprococcus_eutactus","Colletotrichum siamense",-0.15355637809213,0,"-1","Bacter_fungi"
"220","s__Coprococcus_sp._ART55","Colletotrichum siamense",-0.1334459244409,0.01,"-1","Bacter_fungi"
"221","s__Dorea_longicatena","Colletotrichum siamense",-0.168908585346452,0,"-1","Bacter_fungi"
"222","s__Eubacterium_sp._c-25","Colletotrichum siamense",-0.100173326709442,0.01,"-1","Bacter_fungi"
"223","s__Faecalibacterium_duncaniae","Colletotrichum siamense",0.162707647705231,0,"1","Bacter_fungi"
"224","s__Faecalibacterium_prausnitzii","Colletotrichum siamense",0.0852573306676618,0.04,"1","Bacter_fungi"
"225","s__Faecalitalea_cylindroides","Colletotrichum siamense",-0.139573673186218,0,"-1","Bacter_fungi"
"226","s__Lachnoclostridium_phocaeense","Colletotrichum siamense",-0.150885307161805,0.01,"-1","Bacter_fungi"
"227","s__Mageeibacillus_indolicus","Colletotrichum siamense",-0.117483528941864,0.01,"-1","Bacter_fungi"
"228","s__Olsenella_timonensis","Colletotrichum siamense",-0.172653607685571,0,"-1","Bacter_fungi"
"229","s__Paenibacillus_larvae","Colletotrichum siamense",-0.217429635796534,0,"-1","Bacter_fungi"
"230","s__Pseudobutyrivibrio_xylanivorans","Colletotrichum siamense",-0.117067578903919,0.02,"-1","Bacter_fungi"
"231","s__Roseburia_hominis","Colletotrichum siamense",-0.146751987739235,0,"-1","Bacter_fungi"
"232","s__Ruminococcus_albus","Colletotrichum siamense",-0.215498678045298,0,"-1","Bacter_fungi"
"233","s__Ruminococcus_bicirculans","Colletotrichum siamense",-0.125885820536738,0.03,"-1","Bacter_fungi"
"234","s__Ruminococcus_champanellensis","Colletotrichum siamense",-0.171673639551426,0,"-1","Bacter_fungi"
"235","s__Starkeya_novella","Colletotrichum siamense",-0.115893872958258,0.01,"-1","Bacter_fungi"
"236","s__Vescimonas_fastidiosa","Colletotrichum siamense",-0.102414713686319,0.04,"-1","Bacter_fungi"
"237","Colletotrichum simmondsii","Dacryopinax primogenitus",-0.0860782948334141,0.02,"-1","fungi_fungi"
"238","Colletotrichum simmondsii","Fistulina hepatica",0.0762448943885032,0.03,"1","fungi_fungi"
"239","Colletotrichum simmondsii","Fusarium oxysporum",0.0849425801889967,0.02,"1","fungi_fungi"
"240","Colletotrichum simmondsii","Hypoxylon sp. CO27-5",-0.0865744981126927,0.02,"-1","fungi_fungi"
"241","Colletotrichum simmondsii","Kalmanozyma brasiliensis",-0.0817840847089581,0.02,"-1","fungi_fungi"
"242","Colletotrichum simmondsii","Pseudogymnoascus sp. VKM F-4246",-0.081232769155867,0.02,"-1","fungi_fungi"
"243","Colletotrichum simmondsii","Sporothrix brasiliensis",0.0869695269632078,0.03,"1","fungi_fungi"
"244","s__Anaerostipes_hadrus","Colletotrichum simmondsii",-0.0892881337865569,0.04,"-1","Bacter_fungi"
"245","s__Bacillus_amyloliquefaciens","Colletotrichum simmondsii",0.107091791602803,0,"1","Bacter_fungi"
"246","s__Butyrivibrio_hungatei","Colletotrichum simmondsii",-0.184414238061765,0,"-1","Bacter_fungi"
"247","s__Clostridium_novyi","Colletotrichum simmondsii",-0.0916731797750658,0.01,"-1","Bacter_fungi"
"248","s__Coprococcus_eutactus","Colletotrichum simmondsii",-0.157305130845227,0,"-1","Bacter_fungi"
"249","s__Coprococcus_sp._ART55","Colletotrichum simmondsii",-0.101595204707185,0.01,"-1","Bacter_fungi"
"250","s__Faecalibacillus_intestinalis","Colletotrichum simmondsii",-0.111404204352137,0.02,"-1","Bacter_fungi"
"251","s__Faecalibacterium_prausnitzii","Colletotrichum simmondsii",-0.139342460150113,0,"-1","Bacter_fungi"
"252","s__Lachnospira_eligens","Colletotrichum simmondsii",-0.156789741093111,0,"-1","Bacter_fungi"
"253","s__Olsenella_timonensis","Colletotrichum simmondsii",0.151878985499515,0,"1","Bacter_fungi"
"254","s__Paenibacillus_larvae","Colletotrichum simmondsii",0.116919681404336,0.01,"1","Bacter_fungi"
"255","s__Pseudobutyrivibrio_xylanivorans","Colletotrichum simmondsii",-0.1981891921979,0,"-1","Bacter_fungi"
"256","s__Roseburia_hominis","Colletotrichum simmondsii",-0.0904512382086766,0.03,"-1","Bacter_fungi"
"257","s__Ruminococcus_champanellensis","Colletotrichum simmondsii",0.123615682394833,0.01,"1","Bacter_fungi"
"258","Dacryopinax primogenitus","Enterocytozoon bieneusi",0.157986412759742,0,"1","fungi_fungi"
"259","Exophiala mesophila","Dacryopinax primogenitus",0.205023219136475,0,"1","fungi_fungi"
"260","Dacryopinax primogenitus","Kalmanozyma brasiliensis",0.150273186723066,0,"1","fungi_fungi"
"261","Dacryopinax primogenitus","Malassezia pachydermatis",0.0829381643709183,0.02,"1","fungi_fungi"
"262","Melampsora larici-populina","Dacryopinax primogenitus",0.209168426324187,0,"1","fungi_fungi"
"263","Naematelia encephala","Dacryopinax primogenitus",0.109080614498154,0,"1","fungi_fungi"
"264","Pseudogymnoascus sp. VKM F-4246","Dacryopinax primogenitus",0.198378473311086,0,"1","fungi_fungi"
